transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag,risk_level,description_lower,rule_high_amount,rule_high_risk_country,rule_suspicious_description,rule_amount_vs_avg,rule_many_transactions,risk_score,aml_risk_level,alert_flag,alert_reason
26705,348,2025-10-13 15:40:26.224208,66714.0,USD,Kazakhstan,payment,Schmidt-Phillips,Jacqueline Valdez,Wonder crime not hit near follow.,mobile,37,5679.604324324324,1,high,wonder crime not hit near follow.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
26706,716,2026-01-08 05:51:26.224208,496.46,USD,Kazakhstan,withdrawal,Turner Group,Taylor Hurley,Mind sign quite modern my.,branch,26,2126.7476923076924,0,high,mind sign quite modern my.,0,1,0,0,0,25,low,0,high risk country
26707,575,2025-09-30 12:48:26.224208,590.25,USD,USA,transfer,"Anderson, Rosales and Holmes",Shannon Stewart,Clear charge list blood thus create. consulting,branch,27,7950.09962962963,0,low,clear charge list blood thus create. consulting,0,0,1,0,0,20,low,0,suspicious description
26708,411,2026-03-04 03:30:26.224208,4293.14,USD,Czech Republic,withdrawal,Oneal-Smith,Victoria Ramirez,Place want wall without ok.,mobile,32,3760.2171875,0,medium,place want wall without ok.,0,0,0,0,0,0,low,0,
26709,286,2026-02-21 19:40:26.224208,975.94,USD,Ukraine,transfer,"Mccann, Rogers and Lucas",Christina Erickson,Small deep everybody upon thing.,branch,35,10054.887142857144,0,high,small deep everybody upon thing.,0,1,0,0,0,25,low,0,high risk country
26710,190,2026-02-28 10:18:26.224208,3006.83,USD,Kazakhstan,withdrawal,Jones and Sons,Elizabeth Leon,Why chair need spring.,mobile,41,2113.10756097561,0,high,why chair need spring.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
26711,215,2025-12-03 22:36:26.224208,1150.22,USD,Germany,payment,Pierce-Guerra,James Alvarez,Quality near late.,online,28,2809.181428571429,0,low,quality near late.,0,0,0,0,0,0,low,0,
26712,203,2025-11-07 10:16:26.224208,549.78,USD,Ukraine,payment,"Soto, Bauer and Fischer",Mary Stevens,Late west country resource show address. Ð¿ÐµÑÐµÐ²Ð¾Ð´,mobile,30,4854.122,0,high,late west country resource show address. ð¿ðµñðµð²ð¾ð´,0,1,0,0,0,25,low,0,high risk country
26713,71,2025-11-06 09:49:26.224208,1515.27,USD,USA,transfer,"Evans, Keller and Juarez",Angela Hernandez,Week sign actually miss even discussion.,online,30,2978.3486666666668,0,low,week sign actually miss even discussion.,0,0,0,0,0,0,low,0,
26714,406,2026-02-02 15:12:26.224208,4293.17,USD,Ukraine,withdrawal,Brown and Sons,Bonnie Phillips,Decade this position.,online,33,3471.165151515152,0,high,decade this position.,0,1,0,0,0,25,low,0,high risk country
26715,687,2025-10-27 17:41:26.224208,33.92,USD,Lithuania,withdrawal,Sandoval-Lewis,William Henry,This in policy institution radio.,mobile,28,1934.173571428572,0,medium,this in policy institution radio.,0,0,0,0,0,0,low,0,
26716,734,2026-01-11 01:42:26.224208,951.73,USD,Turkey,transfer,"Marshall, Vasquez and Weaver",Christopher Robertson,Debate series child growth.,online,25,2243.97,0,medium,debate series child growth.,0,0,0,0,0,0,low,0,
26717,107,2025-12-01 09:14:26.224208,769.3,USD,Ukraine,withdrawal,Wilcox Group,Kelly Thompson,Family life owner lot.,mobile,35,2691.4554285714285,0,high,family life owner lot.,0,1,0,0,0,25,low,0,high risk country
26718,156,2026-02-18 18:33:26.224208,2025.31,USD,Czech Republic,withdrawal,Greene-Brown,Nicholas Parker,Reason since here certainly tree list. loan return,online,32,2656.57375,0,medium,reason since here certainly tree list. loan return,0,0,1,0,0,20,low,0,suspicious description
26719,637,2026-02-16 07:55:26.224208,285.42,USD,Czech Republic,transfer,Smith Inc,Heather Hughes,Morning since system reason.,branch,28,3302.262142857143,0,medium,morning since system reason.,0,0,0,0,0,0,low,0,
26721,468,2025-10-18 18:01:26.224208,541.63,USD,Czech Republic,withdrawal,"Bean, Rivers and Jones",Carlos Sweeney,Idea I prepare set.,mobile,33,2519.8584848484847,0,medium,idea i prepare set.,0,0,0,0,0,0,low,0,
26722,109,2025-12-05 07:46:26.224208,2390.4,USD,Poland,withdrawal,Castro PLC,Heather Clark,Grow already everybody understand benefit impact.,mobile,42,4182.144285714286,0,low,grow already everybody understand benefit impact.,0,0,0,0,1,10,low,0,many transactions
26723,885,2025-10-20 12:38:26.224208,16.48,USD,Ukraine,transfer,Morris Inc,Natalie Scott,Walk produce success.,mobile,31,4025.9606451612894,0,high,walk produce success.,0,1,0,0,0,25,low,0,high risk country
26724,171,2025-12-08 00:37:26.224208,0.93,USD,Lithuania,transfer,Franco Ltd,Karen Castillo,Light simple sound trouble nothing.,online,31,1486.9803225806452,0,medium,light simple sound trouble nothing.,0,0,0,0,0,0,low,0,
26725,151,2025-12-15 05:00:26.224208,3997.44,USD,Turkey,withdrawal,Wong Group,Lindsey Shea,Statement type peace least professional.,mobile,54,3760.795555555556,0,medium,statement type peace least professional.,0,0,0,0,1,10,low,0,many transactions
26726,164,2026-01-22 07:14:26.224208,3712.0,USD,UK,transfer,"Patel, Ramsey and Lewis",Donna Byrd,Order book indeed.,mobile,30,2507.217,0,low,order book indeed.,0,0,0,0,0,0,low,0,
26727,981,2025-12-08 12:44:26.224208,523.11,USD,Germany,payment,"Roach, Navarro and Hernandez",Joe Maldonado,Few act always.,branch,17,1960.031176470588,0,low,few act always.,0,0,0,0,0,0,low,0,
26728,997,2026-02-18 08:00:26.224208,416.24,USD,Turkey,transfer,Mclaughlin-Turner,Taylor Wade,Character animal issue some letter.,mobile,38,4364.44552631579,0,medium,character animal issue some letter.,0,0,0,0,0,0,low,0,
26729,711,2026-03-20 11:50:26.224208,247.79,USD,Belarus,withdrawal,Hurst and Sons,Amy Deleon,South design sign.,mobile,20,5303.548,0,high,south design sign.,0,1,0,0,0,25,low,0,high risk country
26730,342,2026-01-21 03:32:26.224208,3202.42,USD,Kazakhstan,withdrawal,"Scott, Stephens and Ritter",Cynthia Gomez,Forget art ahead bank.,branch,31,2445.161935483872,0,high,forget art ahead bank.,0,1,0,0,0,25,low,0,high risk country
26731,678,2025-10-19 17:20:26.224208,1986.97,USD,Russia,transfer,"Rivera, Smith and Potter",Jason Floyd,Government nice same for.,branch,23,4003.5639130434784,0,high,government nice same for.,0,1,0,0,0,25,low,0,high risk country
26732,836,2025-09-24 08:35:26.224208,4155.21,USD,Ukraine,transfer,Harper-Wright,Larry Kelly,Raise eat break rest produce.,branch,31,5131.147741935484,0,high,raise eat break rest produce.,0,1,0,0,0,25,low,0,high risk country
26733,55,2025-11-01 07:07:26.224208,3822.33,USD,UAE,transfer,"Mills, Rhodes and Callahan",Jeremy Romero,Test white perform.,mobile,25,2315.7740000000003,0,medium,test white perform.,0,0,0,0,0,0,low,0,
26734,800,2026-01-09 22:00:26.224208,2970.39,USD,Poland,payment,Boyd-Jones,Joseph Hernandez,Official week right quickly.,mobile,29,2595.892068965517,0,low,official week right quickly.,0,0,0,0,0,0,low,0,
26735,195,2026-02-14 20:13:26.224208,30937.2,USD,Kazakhstan,transfer,Ewing-Parks,Zachary Garcia,Hear century performance decision money support.,branch,24,2777.220416666667,1,high,hear century performance decision money support.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
26736,799,2025-11-27 04:41:26.224208,2156.69,USD,Germany,transfer,Hernandez PLC,Randy Kelly,Executive American case effort woman kid.,branch,27,4806.109629629629,0,low,executive american case effort woman kid.,0,0,0,0,0,0,low,0,
26737,937,2025-10-17 04:24:26.224208,375.9,USD,USA,transfer,Smith-Small,Grant Sanchez,And month water must central.,online,26,4946.977307692308,0,low,and month water must central.,0,0,0,0,0,0,low,0,
26738,193,2026-03-20 07:45:26.224208,1401.34,USD,Germany,transfer,Morrison-Brooks,Alyssa Edwards,Structure development daughter begin.,branch,34,2380.623235294118,0,low,structure development daughter begin.,0,0,0,0,0,0,low,0,
26739,124,2025-10-23 21:09:26.224208,77.67,USD,Czech Republic,transfer,Mcintyre Inc,Edward Gray,Article go remain add onto center.,mobile,29,1866.500689655173,0,medium,article go remain add onto center.,0,0,0,0,0,0,low,0,
26740,358,2026-03-16 12:57:26.224208,38.6,USD,Lithuania,withdrawal,Sims-Griffin,Christian Potter,Various audience Democrat nor.,online,29,1804.183103448276,0,medium,various audience democrat nor.,0,0,0,0,0,0,low,0,
26741,758,2026-01-07 17:36:26.224208,910.51,USD,Lithuania,transfer,"Burgess, Johnson and Smith",Mark Cordova,Daughter mention describe voice ahead since. crypto,branch,34,2657.194411764706,0,medium,daughter mention describe voice ahead since. crypto,0,0,1,0,0,20,low,0,suspicious description
26742,948,2025-12-08 19:05:26.224208,852.76,USD,Germany,transfer,Miller LLC,Taylor Wilkins,Half end whether of.,online,30,1515.8383333333334,0,low,half end whether of.,0,0,0,0,0,0,low,0,
26743,32,2025-11-28 18:13:26.224208,4618.68,USD,Russia,withdrawal,"Nguyen, Hickman and Hall",Tracy Smith,Station order up themselves.,mobile,37,4808.498648648649,0,high,station order up themselves.,0,1,0,0,0,25,low,0,high risk country
26744,825,2025-10-27 07:15:26.224208,2344.12,USD,Poland,withdrawal,Clark-Blake,Marcus Coleman,Read somebody girl stuff.,online,33,3435.187575757576,0,low,read somebody girl stuff.,0,0,0,0,0,0,low,0,
26745,45,2025-10-21 23:04:26.224208,1913.87,USD,UK,withdrawal,Murphy-Gomez,Jonathan White,Through other rock until peace provide.,branch,24,3678.3745833333337,0,low,through other rock until peace provide.,0,0,0,0,0,0,low,0,
26746,526,2025-10-03 10:29:26.224208,707.02,USD,Turkey,withdrawal,Thomas-Moody,Katherine Tucker,Stand Democrat activity determine.,mobile,23,2080.58,0,medium,stand democrat activity determine.,0,0,0,0,0,0,low,0,
26747,318,2025-09-23 22:59:26.224208,8107.31,USD,Germany,withdrawal,Collins-Garrison,Jennifer Hunter,North learn short.,mobile,31,1810.1290322580649,0,low,north learn short.,0,0,0,1,0,15,low,0,amount above avg
26748,808,2026-01-10 03:23:26.224208,1534.96,USD,Turkey,transfer,"Griffith, West and George",William Downs,Painting language strategy a.,mobile,30,2831.001333333333,0,medium,painting language strategy a.,0,0,0,0,0,0,low,0,
26749,741,2026-02-24 20:03:26.224208,2565.64,USD,USA,withdrawal,Ramirez-Valdez,Brandon Greer,House challenge author sign.,online,32,2468.5265625,0,low,house challenge author sign.,0,0,0,0,0,0,low,0,
26750,877,2025-10-12 11:06:26.224208,117.17,USD,Turkey,transfer,Hansen PLC,Sandra Watts,Fire hospital before same. loan return,mobile,25,2120.578,0,medium,fire hospital before same. loan return,0,0,1,0,0,20,low,0,suspicious description
26751,470,2025-10-25 14:50:26.224208,1944.57,USD,Russia,payment,Perez PLC,James Shelton,Actually goal thus matter safe.,branch,29,2233.8858620689657,0,high,actually goal thus matter safe.,0,1,0,0,0,25,low,0,high risk country
26752,247,2026-01-04 01:44:26.224208,1447.3,USD,Ukraine,transfer,Johnson LLC,Cassandra Spencer,Anyone scene serve room everything wrong support.,online,38,8387.842368421052,0,high,anyone scene serve room everything wrong support.,0,1,0,0,0,25,low,0,high risk country
26753,65,2025-12-21 02:26:26.224208,560.54,USD,Czech Republic,withdrawal,Ali LLC,Rhonda Ellis,Less available include.,branch,32,2930.415,0,medium,less available include.,0,0,0,0,0,0,low,0,
26754,635,2026-03-14 08:57:26.224208,2620.05,USD,Kazakhstan,withdrawal,"Gonzales, Cherry and Moore",Corey Perez,Certainly rich protect condition.,branch,31,2356.002903225806,0,high,certainly rich protect condition.,0,1,0,0,0,25,low,0,high risk country
26755,990,2025-12-25 00:53:26.224208,320.0,USD,UAE,withdrawal,Coleman Ltd,Michelle Bowman,Create present become American treat.,online,30,2625.518,0,medium,create present become american treat.,0,0,0,0,0,0,low,0,
26756,77,2026-03-13 00:38:26.224208,1236.56,USD,USA,withdrawal,Hale Ltd,Michael Mckay,Interest man herself lead.,branch,27,2932.4551851851847,0,low,interest man herself lead.,0,0,0,0,0,0,low,0,
26757,325,2025-12-08 15:55:26.224208,910.16,USD,Poland,transfer,Wyatt-Atkinson,Edward Hernandez,Media up upon other share between.,branch,33,2144.5748484848486,0,low,media up upon other share between.,0,0,0,0,0,0,low,0,
26758,73,2026-03-07 13:24:26.224208,1063.63,USD,Poland,withdrawal,Cole PLC,Michael Brown,Me board energy.,mobile,27,2101.8022222222226,0,low,me board energy.,0,0,0,0,0,0,low,0,
26759,789,2025-12-23 19:19:26.224208,542.66,USD,Germany,payment,Bautista and Sons,Connie Brown,Approach one nor.,mobile,35,2964.2622857142856,0,low,approach one nor.,0,0,0,0,0,0,low,0,
26760,711,2025-10-04 00:49:26.224208,3360.12,USD,Germany,transfer,Sullivan-Alexander,Geoffrey Kelly,Community worry participant none stand law.,online,20,5303.548,0,low,community worry participant none stand law.,0,0,0,0,0,0,low,0,
26761,447,2026-02-08 03:19:26.224208,6102.55,USD,Lithuania,withdrawal,Eaton-Hughes,Heather Murray,Sell within boy nice red up.,online,33,1758.641515151515,0,medium,sell within boy nice red up.,0,0,0,1,0,15,low,0,amount above avg
26762,682,2025-12-13 19:02:26.224208,2016.05,USD,UAE,payment,Miller PLC,Matthew Nicholson,Benefit blood gun.,branch,18,2306.2983333333336,0,medium,benefit blood gun.,0,0,0,0,0,0,low,0,
26763,254,2025-12-04 22:05:26.224208,647.86,USD,Czech Republic,payment,Hoffman Ltd,Jessica Anderson,Environment least care very.,branch,34,3615.926176470589,0,medium,environment least care very.,0,0,0,0,0,0,low,0,
26764,720,2026-02-15 21:39:26.224208,504.27,USD,UK,withdrawal,Henderson-Brown,Scott Johnson,Business various evidence discussion pull.,online,31,6569.3025806451615,0,low,business various evidence discussion pull.,0,0,0,0,0,0,low,0,
26765,388,2025-09-23 13:27:26.224208,2502.56,USD,USA,transfer,"Williams, Smith and Hunter",Lauren Kelly,Sign within behind point near behind.,branch,28,3701.5435714285713,0,low,sign within behind point near behind.,0,0,0,0,0,0,low,0,
26766,175,2026-01-22 02:25:26.224208,45.57,USD,Ukraine,payment,"Jones, Obrien and Long",Jeffrey Matthews,Activity though seat serve several.,mobile,24,1580.06625,0,high,activity though seat serve several.,0,1,0,0,0,25,low,0,high risk country
26767,337,2025-12-23 16:07:26.224208,1362.1,USD,UK,transfer,"Clarke, Barrett and Roth",Samuel Fields,Five later some measure.,branch,31,4265.85,0,low,five later some measure.,0,0,0,0,0,0,low,0,
26768,677,2025-10-21 00:03:26.224208,48841.8,USD,Russia,transfer,Keith-Stone,Jonathan Anderson,Station another baby yard change art.,online,19,5426.365263157895,1,high,station another baby yard change art.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
26769,586,2026-03-21 14:57:26.224208,294.76,USD,Ukraine,withdrawal,Chambers-Lindsey,Joseph Tucker Jr.,Artist everything foreign.,mobile,33,3539.3772727272726,0,high,artist everything foreign.,0,1,0,0,0,25,low,0,high risk country
26770,618,2025-10-08 23:05:26.224208,9707.95,USD,Czech Republic,payment,Snyder-Mann,Justin Buckley,Land management cultural.,mobile,42,4987.91,0,medium,land management cultural.,0,0,0,0,1,10,low,0,many transactions
26771,737,2025-11-15 07:29:26.224208,3546.14,USD,Russia,withdrawal,Ortiz PLC,Amy Elliott,Energy style rule.,online,41,3926.810731707317,0,high,energy style rule.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
26772,372,2025-10-19 15:49:26.224208,111.02,USD,Czech Republic,transfer,"Kemp, Rios and Nelson",Jordan Koch,Trouble pay third herself strategy.,online,36,3067.6347222222225,0,medium,trouble pay third herself strategy.,0,0,0,0,0,0,low,0,
26773,376,2025-10-23 12:45:26.224208,1214.73,USD,Germany,payment,Pope LLC,Thomas Costa,Our role market account buy.,branch,31,3358.7748387096776,0,low,our role market account buy.,0,0,0,0,0,0,low,0,
26774,636,2026-01-29 16:12:26.224208,529.58,USD,Belarus,withdrawal,Jackson PLC,Alison Jones,Clearly one brother subject item.,branch,24,5811.947083333333,0,high,clearly one brother subject item.,0,1,0,0,0,25,low,0,high risk country
26775,716,2025-09-25 19:20:26.224208,2982.58,USD,UAE,transfer,"Farmer, Harris and Velasquez",Gwendolyn Powell,Young benefit hotel seat.,mobile,26,2126.7476923076924,0,medium,young benefit hotel seat.,0,0,0,0,0,0,low,0,
26776,634,2025-12-10 01:22:26.224208,3657.26,USD,UK,transfer,Anderson and Sons,Charlotte Higgins,Movie power growth pull.,branch,33,6844.2148484848485,0,low,movie power growth pull.,0,0,0,0,0,0,low,0,
26777,136,2025-10-06 09:16:26.224208,1163.45,USD,Kazakhstan,payment,Scott-White,Vincent Jackson,Film successful sit still pressure.,branch,21,2661.235714285714,0,high,film successful sit still pressure.,0,1,0,0,0,25,low,0,high risk country
26778,481,2025-12-14 15:34:26.224208,2464.74,USD,USA,transfer,"Li, Greene and Watson",Hannah Butler,Politics entire yet.,online,36,2316.3161111111112,0,low,politics entire yet.,0,0,0,0,0,0,low,0,
26779,195,2026-03-05 21:46:26.224208,4406.07,USD,USA,payment,Crawford Group,Monica Reyes,Others effort during near trouble seven.,branch,24,2777.220416666667,0,low,others effort during near trouble seven.,0,0,0,0,0,0,low,0,
26780,328,2025-09-27 10:07:26.224208,8500.14,USD,USA,payment,Marshall PLC,Michelle Graham,Term meet step. Ð¾Ð±Ð½Ð°Ð»,online,31,2771.547419354839,0,low,term meet step. ð¾ð±ð½ð°ð»,0,0,0,1,0,15,low,0,amount above avg
26781,854,2026-01-23 05:42:26.224208,182.26,USD,Russia,payment,"Torres, Moreno and Watkins",Preston Phillips,Dog magazine make type.,branch,26,2089.083461538462,0,high,dog magazine make type.,0,1,0,0,0,25,low,0,high risk country
26782,270,2026-01-27 15:35:26.224208,2115.98,USD,Germany,payment,Rios-Hammond,Joseph Edwards,Nice offer believe look opportunity happen.,online,31,2351.174193548387,0,low,nice offer believe look opportunity happen.,0,0,0,0,0,0,low,0,
26783,174,2025-09-25 17:32:26.224208,569.06,USD,Ukraine,transfer,Patterson Inc,Brian Andrews,Its around decision.,branch,28,3114.2107142857144,0,high,its around decision.,0,1,0,0,0,25,low,0,high risk country
26784,829,2026-01-14 18:23:26.224208,3290.15,USD,Belarus,payment,Stephenson Ltd,Fred Young,Relationship center quality test everything past.,branch,28,2649.637857142857,0,high,relationship center quality test everything past.,0,1,0,0,0,25,low,0,high risk country
26785,736,2025-12-21 05:31:26.224208,877.08,USD,Belarus,transfer,Wang-Fitzgerald,Nicole Lopez,Attention just Democrat.,online,27,1630.0603703703705,0,high,attention just democrat.,0,1,0,0,0,25,low,0,high risk country
26786,527,2025-11-22 05:43:26.224208,2889.14,USD,Belarus,withdrawal,"Diaz, Martinez and Owens",Levi Snyder,Education above politics large model.,branch,49,4043.885714285714,0,high,education above politics large model.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
26787,583,2025-11-21 17:22:26.224208,3408.8,USD,Russia,payment,Williams-Hernandez,Stacy Miller,Position visit million parent modern.,mobile,35,2272.7760000000003,0,high,position visit million parent modern.,0,1,0,0,0,25,low,0,high risk country
26788,575,2025-11-19 08:34:26.224208,3035.72,USD,Turkey,payment,"Hall, Baker and White",Debra Mitchell,Authority recognize ground.,online,27,7950.09962962963,0,medium,authority recognize ground.,0,0,0,0,0,0,low,0,
26789,231,2025-11-13 23:25:26.224208,2875.35,USD,Czech Republic,transfer,Hunt-Hill,Joshua Brooks,Sister interesting opportunity explain thousand program.,mobile,33,2053.8718181818185,0,medium,sister interesting opportunity explain thousand program.,0,0,0,0,0,0,low,0,
26790,622,2026-03-13 14:20:26.224208,152.48,USD,Poland,withdrawal,Brown-Martinez,Kathleen Vasquez,Build chair already pay success country.,online,25,1362.4924,0,low,build chair already pay success country.,0,0,0,0,0,0,low,0,
26791,862,2025-12-13 16:35:26.224208,1241.43,USD,Ukraine,transfer,Floyd and Sons,Alison Anderson,Hold personal together stock.,mobile,34,4591.314705882353,0,high,hold personal together stock.,0,1,0,0,0,25,low,0,high risk country
26792,387,2025-11-30 02:32:26.224208,648.59,USD,Poland,payment,Moss-Nguyen,Victoria Garcia,Tough create once several.,branch,36,3088.179444444444,0,low,tough create once several.,0,0,0,0,0,0,low,0,
26793,349,2026-02-21 10:16:26.224208,37.94,USD,Kazakhstan,payment,"Snyder, Rose and Myers",Nicole Peterson,And analysis such if.,online,30,2016.5443333333333,0,high,and analysis such if.,0,1,0,0,0,25,low,0,high risk country
26794,799,2025-10-13 20:21:26.224208,188.0,USD,Russia,payment,Jenkins LLC,Vanessa Stevens,Budget tell born common.,online,27,4806.109629629629,0,high,budget tell born common.,0,1,0,0,0,25,low,0,high risk country
26795,142,2026-02-23 14:39:26.224208,15088.66,USD,Germany,transfer,Robinson-Gonzalez,Darren Martinez,Perform may plan four every government.,branch,26,3742.673076923077,1,low,perform may plan four every government.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
26796,129,2025-10-24 02:14:26.224208,1755.18,USD,USA,transfer,Robinson-Estrada,Michael Ruiz,Address then within watch.,branch,26,1876.7176923076925,0,low,address then within watch.,0,0,0,0,0,0,low,0,
26797,163,2026-02-04 22:56:26.224208,1439.87,USD,Ukraine,payment,Johnson LLC,Elizabeth Fields,Identify hard three start reason.,mobile,29,2842.9858620689656,0,high,identify hard three start reason.,0,1,0,0,0,25,low,0,high risk country
26798,200,2026-02-21 13:49:26.224208,1593.53,USD,Czech Republic,withdrawal,Deleon-Huffman,Tyler Petty,Factor past allow.,mobile,37,3131.031081081081,0,medium,factor past allow.,0,0,0,0,0,0,low,0,
26799,559,2025-11-08 10:41:26.224208,728.79,USD,Lithuania,transfer,"Rodriguez, Lloyd and Johnson",Bethany Guzman,Performance exactly growth.,mobile,30,2871.922666666667,0,medium,performance exactly growth.,0,0,0,0,0,0,low,0,
26800,754,2025-11-27 08:33:26.224208,5423.4,USD,Turkey,transfer,"Ortiz, Thompson and Young",Megan Owen,Father responsibility consumer remember participant peace.,mobile,37,3127.2943243243244,0,medium,father responsibility consumer remember participant peace.,0,0,0,0,0,0,low,0,
26801,977,2026-01-29 06:11:26.224208,526.5,USD,USA,transfer,"Ray, Green and Steele",Willie Garcia,Already performance most message whom.,branch,38,7607.916578947367,0,low,already performance most message whom.,0,0,0,0,0,0,low,0,
26802,757,2026-02-12 20:26:26.224208,2868.56,USD,UAE,transfer,"Ryan, Lyons and Bauer",Mr. Jonathan Moore,White very policy item.,online,29,7486.531724137932,0,medium,white very policy item.,0,0,0,0,0,0,low,0,
26803,365,2025-12-10 16:07:26.224208,914.3,USD,USA,withdrawal,Solomon PLC,Denise Huff,Camera along rest home become charge.,branch,30,6076.316999999999,0,low,camera along rest home become charge.,0,0,0,0,0,0,low,0,
26804,149,2026-01-20 00:48:26.224208,1868.8,USD,Kazakhstan,transfer,"Murillo, Sanchez and Munoz",Sheena Thompson,Executive meet nothing difficult rate.,online,37,3086.8924324324325,0,high,executive meet nothing difficult rate.,0,1,0,0,0,25,low,0,high risk country
26805,227,2025-11-19 04:48:26.224208,2043.23,USD,Ukraine,payment,"Acosta, Walker and Jackson",Wesley Keller,As rise all.,branch,41,3905.635365853658,0,high,as rise all.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
26806,816,2025-11-08 16:51:26.224208,3476.17,USD,Belarus,transfer,Green Inc,Kathryn Evans,Available sometimes reason possible of.,online,29,2214.602413793104,0,high,available sometimes reason possible of.,0,1,0,0,0,25,low,0,high risk country
26807,859,2025-11-10 16:44:26.224208,6188.67,USD,Czech Republic,withdrawal,Schneider-Allen,Ian Cruz,Pressure the business.,mobile,31,7308.653870967742,0,medium,pressure the business.,0,0,0,0,0,0,low,0,
26808,811,2025-10-28 21:40:26.224208,1719.15,USD,Belarus,payment,Reed-Brown,Michael Warner,Summer away issue voice newspaper.,mobile,35,2242.363428571429,0,high,summer away issue voice newspaper.,0,1,0,0,0,25,low,0,high risk country
26809,43,2025-11-22 12:39:26.224208,4116.25,USD,Germany,transfer,Franco Group,Sandy Daniels,Top question sound join represent a.,mobile,24,2468.5679166666664,0,low,top question sound join represent a.,0,0,0,0,0,0,low,0,
26810,166,2025-11-11 23:25:26.224208,3225.52,USD,Russia,payment,Sullivan PLC,Kaitlyn White,Memory to charge newspaper human rise.,mobile,31,2663.13935483871,0,high,memory to charge newspaper human rise.,0,1,0,0,0,25,low,0,high risk country
26811,847,2025-12-07 07:52:26.224208,1725.2,USD,Kazakhstan,withdrawal,Bennett-Butler,Rachel Briggs,Bar build PM chair.,online,30,7658.808000000001,0,high,bar build pm chair.,0,1,0,0,0,25,low,0,high risk country
26812,605,2025-12-26 22:13:26.224208,680.8,USD,Russia,transfer,Wallace PLC,Mr. James Carter,Game consider data sense.,online,41,4731.862926829268,0,high,game consider data sense.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
26813,684,2026-02-26 14:40:26.224208,4420.17,USD,Czech Republic,payment,Ibarra-Wheeler,Kelly Norman,Choose past fine join.,online,33,4257.413636363636,0,medium,choose past fine join.,0,0,0,0,0,0,low,0,
26814,458,2026-02-14 08:17:26.224208,297.12,USD,Belarus,withdrawal,Davis-Snyder,Jeffery Rodriguez,Worker market cell could try evidence.,mobile,28,3810.4717857142855,0,high,worker market cell could try evidence.,0,1,0,0,0,25,low,0,high risk country
26815,39,2025-12-02 15:02:26.224208,142.8,USD,Czech Republic,transfer,Mack-Bruce,Alan Adams,Money national knowledge agreement.,online,26,2395.478076923077,0,medium,money national knowledge agreement.,0,0,0,0,0,0,low,0,
26816,107,2026-02-28 14:35:26.224208,234.88,USD,Lithuania,transfer,"Hudson, Green and Phillips",Christopher Moreno,His every throw.,branch,35,2691.4554285714285,0,medium,his every throw.,0,0,0,0,0,0,low,0,
26817,571,2025-12-24 16:15:26.224208,423.49,USD,Kazakhstan,withdrawal,Heath-English,Arthur Anthony,Member nation bill present price.,mobile,33,2016.7454545454543,0,high,member nation bill present price.,0,1,0,0,0,25,low,0,high risk country
26818,587,2025-09-23 07:29:26.224208,223.53,USD,Ukraine,transfer,Lewis-Watson,Nicholas Guerrero,Could choice man scientist professional.,branch,32,1810.8784375,0,high,could choice man scientist professional.,0,1,0,0,0,25,low,0,high risk country
26819,704,2025-12-09 01:27:26.224208,2997.47,USD,Belarus,transfer,Davis-Lane,Whitney Clark,Risk decide them space.,branch,38,1858.4123684210529,0,high,risk decide them space.,0,1,0,0,0,25,low,0,high risk country
26820,181,2026-02-09 08:40:26.224208,2174.42,USD,Russia,transfer,Johnson Group,Kelly Smith,Street include production enough particular. crypto,mobile,25,1527.2448000000002,0,high,street include production enough particular. crypto,0,1,1,0,0,45,medium,1,"high risk country, suspicious description"
26821,845,2025-11-15 04:29:26.224208,2288.33,USD,Lithuania,payment,White-Schaefer,Jason Reed,Morning you hope together.,mobile,27,3848.382962962962,0,medium,morning you hope together.,0,0,0,0,0,0,low,0,
26822,644,2025-12-22 17:21:26.224208,1814.31,USD,Lithuania,withdrawal,Gomez LLC,Angela Francis,Admit own police put future up.,mobile,30,2354.886,0,medium,admit own police put future up.,0,0,0,0,0,0,low,0,
26823,803,2025-11-01 01:08:26.224208,5656.32,USD,UAE,payment,Marquez PLC,Katelyn Hill,Probably consumer quickly TV raise final.,mobile,39,2709.929743589744,0,medium,probably consumer quickly tv raise final.,0,0,0,0,0,0,low,0,
26824,933,2026-02-10 17:08:26.224208,547.17,USD,Ukraine,payment,Schultz Inc,Mary Morgan,Grow admit specific bar beautiful similar.,branch,24,5547.951249999999,0,high,grow admit specific bar beautiful similar.,0,1,0,0,0,25,low,0,high risk country
26825,849,2026-02-08 22:49:26.224208,3693.62,USD,Ukraine,withdrawal,Price-Yang,Jeremy Martin,Various away chance father standard including.,mobile,33,2717.342121212121,0,high,various away chance father standard including.,0,1,0,0,0,25,low,0,high risk country
